StationID,TestMaterial,CompositeID,SampleDate,TeamNumber,ParameterCode,SampleCollectionTime,SampleType,LabRep,Qualifier,Result,Units,LabCode,Comments
CMWAP00,lagoon water,Diel PM,2011-07-29,NA,do,1899-12-31T13:00:00Z,average,NA,NA,8.67,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-07-29,NA,do % sat,1899-12-31T04:54:00Z,average,NA,NA,79.97,% sat,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-07-29,NA,do % sat,1899-12-31T13:00:00Z,average,NA,NA,94,% sat,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-07-29,NA,ph,1899-12-31T04:54:00Z,average,NA,NA,7.69,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-07-29,NA,ph,1899-12-31T13:00:00Z,average,NA,NA,7.92,ph,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-07-29,NA,temp,1899-12-31T04:54:00Z,average,NA,NA,19.4,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-07-29,NA,temp,1899-12-31T13:00:00Z,average,NA,NA,19.5,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-07-29,NA,turb,1899-12-31T13:00:00Z,average,NA,NA,1.81,ntu,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,conductivity,1899-12-31T14:53:00Z,average,NA,NA,3573,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-08-25,NA,conductivity,1899-12-31T05:25:00Z,average,NA,NA,3420,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-08-25,NA,do,1899-12-31T05:25:00Z,average,NA,NA,9.7,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,do,1899-12-31T14:53:00Z,average,NA,NA,15.68,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-08-25,NA,do % sat,1899-12-31T05:25:00Z,average,NA,NA,108.07,% sat,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,do % sat,1899-12-31T14:53:00Z,average,NA,NA,189.27,% sat,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-08-25,NA,ph,1899-12-31T05:25:00Z,average,NA,NA,8.26,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,ph,1899-12-31T14:53:00Z,average,NA,NA,8.47,ph,SBCK,NA
CMWAP00,lagoon water,Diel AM,2011-08-25,NA,temp,1899-12-31T05:25:00Z,average,NA,NA,20.6,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,temp,1899-12-31T14:53:00Z,average,NA,NA,24.8,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2011-08-25,NA,turb,1899-12-31T14:53:00Z,average,NA,NA,9.69,ntu,SBCK,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,conductivity,1899-12-31T11:20:00Z,average,NA,NA,37583,us,CATE,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,do,1899-12-31T11:20:00Z,average,NA,NA,0.33,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,do % sat,1899-12-31T11:20:00Z,average,NA,NA,4.5,% sat,CATE,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,ph,1899-12-31T11:20:00Z,average,NA,NA,7.28,ph,CATE,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,temp,1899-12-31T11:20:00Z,average,NA,NA,21.2,deg c,CATE,NA
CMWAP00,lagoon water,NA,2011-10-24,NA,turb,1899-12-31T11:20:00Z,average,NA,NA,13.97,ntu,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,conductivity,1899-12-31T13:48:00Z,average,NA,NA,16410,us,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,do,1899-12-31T13:48:00Z,average,NA,NA,6.14,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,do % sat,1899-12-31T13:48:00Z,average,NA,NA,74.7,% sat,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,ph,1899-12-31T13:48:00Z,average,NA,NA,7.55,ph,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,temp,1899-12-31T13:48:00Z,average,NA,NA,15.3,deg c,CATE,NA
CMWAP00,lagoon water,NA,2011-11-12,NA,turb,1899-12-31T13:48:00Z,average,NA,NA,15.57,ntu,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,conductivity,1899-12-31T10:05:00Z,average,NA,NA,23867,us,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,do,1899-12-31T10:05:00Z,average,NA,NA,6.19,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,do % sat,1899-12-31T10:05:00Z,average,NA,NA,63.20000000000001,% sat,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,ph,1899-12-31T10:05:00Z,average,NA,NA,6.84,ph,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,temp,1899-12-31T10:05:00Z,average,NA,NA,12.300000000000002,deg c,CATE,NA
CMWAP00,lagoon water,NA,2012-01-14,NA,turb,1899-12-31T10:05:00Z,average,NA,NA,4.430000000000001,ntu,CATE,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,conductivity,1899-12-31T13:27:00Z,average,NA,NA,16297,us,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,do,1899-12-31T13:27:00Z,average,NA,NA,13.51,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,do % sat,1899-12-31T13:27:00Z,average,NA,NA,150.3,% sat,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,ph,1899-12-31T13:27:00Z,average,NA,NA,7.86,ph,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,temp,1899-12-31T13:27:00Z,average,NA,NA,17.799999999999997,deg c,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-01,NA,turb,1899-12-31T13:27:00Z,average,NA,NA,12.97,ntu,SBCK,NA
CMWAP00,lagoon water,NA,2012-04-29,NA,conductivity,1899-12-31T10:30:00Z,average,NA,NA,2140,us,CATE,NA
CMWAP00,lagoon water,NA,2012-04-29,NA,ph,1899-12-31T10:30:00Z,average,NA,NA,7.31,ph,CATE,NA
CMWAP00,lagoon water,NA,2012-04-29,NA,temp,1899-12-31T10:30:00Z,average,NA,NA,17.3,deg c,CATE,NA
CMWAP00,lagoon water,NA,2012-04-29,NA,turb,1899-12-31T10:30:00Z,average,NA,NA,2.41,ntu,CATE,NA
CMWAP00,lagoon water,Diel PM,2012-05-11,NA,conductivity,1899-12-31T14:30:00Z,average,NA,NA,4400,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-05-11,NA,conductivity,1899-12-31T05:45:00Z,average,NA,NA,22800,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-05-11,NA,do,1899-12-31T05:45:00Z,average,NA,NA,7.43,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-05-11,NA,do,1899-12-31T14:30:00Z,average,NA,NA,11.91,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-05-11,NA,do % sat,1899-12-31T05:45:00Z,average,NA,NA,85,% sat,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-05-11,NA,do % sat,1899-12-31T14:30:00Z,average,NA,NA,133.97,% sat,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-05-11,NA,ph,1899-12-31T05:45:00Z,average,NA,NA,7.7,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-05-11,NA,ph,1899-12-31T14:30:00Z,average,NA,NA,8.07,ph,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-05-11,NA,temp,1899-12-31T05:45:00Z,average,NA,NA,17.9,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-05-11,NA,temp,1899-12-31T14:30:00Z,average,NA,NA,20.5,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,conductivity,1899-12-31T12:30:00Z,average,NA,NA,6027,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,conductivity,1899-12-31T05:15:00Z,average,NA,NA,7027,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,do,1899-12-31T05:15:00Z,average,NA,NA,7.67,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,do,1899-12-31T12:30:00Z,average,NA,NA,7.85,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,do % sat,1899-12-31T05:15:00Z,average,NA,NA,84.1,% sat,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,do % sat,1899-12-31T12:30:00Z,average,NA,NA,86.03,% sat,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,ph,1899-12-31T05:15:00Z,average,NA,NA,7.89,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,ph,1899-12-31T12:30:00Z,average,NA,NA,7.97,ph,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,temp,1899-12-31T05:15:00Z,average,NA,NA,18.8,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,temp,1899-12-31T12:30:00Z,average,NA,NA,18.9,deg c,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-06-20,NA,turb,1899-12-31T05:15:00Z,average,NA,NA,2.03,ntu,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-06-20,NA,turb,1899-12-31T12:30:00Z,average,NA,NA,2.43,ntu,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-07-26,NA,conductivity,1899-12-31T05:04:00Z,average,NA,NA,2363,us,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,conductivity,1899-12-31T12:45:00Z,average,NA,NA,4323,us,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-07-26,NA,do,1899-12-31T05:04:00Z,average,NA,NA,9.68,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,do,1899-12-31T12:45:00Z,average,NA,>,16.86,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-07-26,NA,do % sat,1899-12-31T05:04:00Z,average,NA,NA,102.87,% sat,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,do % sat,1899-12-31T12:45:00Z,average,NA,>,200,% sat,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-07-26,NA,ph,1899-12-31T05:04:00Z,average,NA,NA,8,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,ph,1899-12-31T12:45:00Z,average,NA,NA,8.89,ph,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,temp,1899-12-31T12:45:00Z,average,NA,NA,23.3,deg c,SBCK,NA
CMWAP00,lagoon water,Diel AM,2012-07-26,NA,temp,1899-12-31T05:04:00Z,average,NA,NA,18,deg c,SBCK,NA
CMWAP00,lagoon water,Diel PM,2012-07-26,NA,turb,1899-12-31T12:45:00Z,average,NA,NA,18.97,ntu,SBCK,NA
CMWAP00,lagoon water,NA,2012-10-20,NA,conductivity,1899-12-31T12:45:00Z,average,NA,NA,6237,us,CATE,NA
CMWAP00,lagoon water,NA,2012-10-20,NA,do,1899-12-31T12:45:00Z,average,NA,NA,14.94,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2012-10-20,NA,do % sat,1899-12-31T12:45:00Z,average,NA,NA,170.7,% sat,CATE,NA
CMWAP00,lagoon water,NA,2012-10-20,NA,temp,1899-12-31T12:45:00Z,average,NA,NA,21,deg c,CATE,NA
CMWAP00,lagoon water,NA,2012-10-20,NA,turb,1899-12-31T12:45:00Z,average,NA,NA,4.54,ntu,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,conductivity,1899-12-31T13:25:00Z,average,NA,NA,3044,us,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,do,1899-12-31T13:25:00Z,average,NA,NA,11.46,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,do % sat,1899-12-31T13:25:00Z,average,NA,NA,118,% sat,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,ph,1899-12-31T13:25:00Z,average,NA,NA,8,ph,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,temp,1899-12-31T13:25:00Z,average,NA,NA,16.4,deg c,CATE,NA
CMWAP00,lagoon water,NA,2012-12-08,NA,turb,1899-12-31T13:25:00Z,average,NA,NA,2.57,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,conductivity,1899-12-31T10:15:00Z,average,NA,NA,28877,us,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,do,1899-12-31T10:15:00Z,average,NA,NA,8.13,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,do % sat,1899-12-31T10:15:00Z,average,NA,NA,84.13,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,ph,1899-12-31T10:15:00Z,average,NA,NA,7.99,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,temp,1899-12-31T10:15:00Z,average,NA,NA,11.9,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-01-12,NA,turb,1899-12-31T10:15:00Z,average,NA,NA,1.07,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-02-10,NA,do,1899-12-31T13:45:00Z,average,NA,NA,9.67,mg/l ppm,CATE,Not adjusted for salinity
CMWAP00,lagoon water,NA,2013-02-10,NA,do % sat,1899-12-31T13:45:00Z,average,NA,NA,93.9,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-02-10,NA,ph,1899-12-31T13:45:00Z,average,NA,NA,8.18,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-02-10,NA,temp,1899-12-31T13:45:00Z,average,NA,NA,14,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-02-10,NA,turb,1899-12-31T13:45:00Z,average,NA,NA,2.3,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-04-06,NA,conductivity,1899-12-31T13:30:00Z,average,NA,NA,2976,us,CATE,NA
CMWAP00,lagoon water,NA,2013-04-06,NA,do,1899-12-31T13:30:00Z,average,NA,NA,12.94,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-04-06,NA,do % sat,1899-12-31T13:30:00Z,average,NA,NA,145.35,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-04-06,NA,ph,1899-12-31T13:30:00Z,average,NA,NA,7.86,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-04-06,NA,temp,1899-12-31T13:30:00Z,average,NA,NA,20.7,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,conductivity,1899-12-31T13:50:00Z,average,NA,NA,4233,us,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,do,1899-12-31T13:50:00Z,average,NA,NA,10.36,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,do % sat,1899-12-31T13:50:00Z,average,NA,NA,124.1,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,ph,1899-12-31T13:50:00Z,average,NA,NA,8.83,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,temp,1899-12-31T13:50:00Z,average,NA,NA,23.8,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-05-18,NA,turb,1899-12-31T13:50:00Z,average,NA,NA,0.87,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-07-25,NA,conductivity,1899-12-31T14:50:00Z,average,NA,NA,6653,us,SBCK,NA
CMWAP00,lagoon water,NA,2013-07-25,NA,do,1899-12-31T14:50:00Z,average,NA,NA,13.76,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,NA,2013-07-25,NA,do % sat,1899-12-31T14:50:00Z,average,NA,NA,169,% sat,SBCK,NA
CMWAP00,lagoon water,NA,2013-07-25,NA,ph,1899-12-31T14:50:00Z,average,NA,NA,8.55,ph,SBCK,NA
CMWAP00,lagoon water,NA,2013-07-25,NA,temp,1899-12-31T14:50:00Z,average,NA,NA,24.8,deg c,SBCK,NA
CMWAP00,lagoon water,NA,2013-08-22,NA,conductivity,1899-12-31T13:20:00Z,average,NA,NA,6047,us,SBCK,NA
CMWAP00,lagoon water,NA,2013-08-22,NA,do,1899-12-31T13:20:00Z,average,NA,>,20,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,NA,2013-08-22,NA,do % sat,1899-12-31T13:20:00Z,average,NA,>,200,% sat,SBCK,NA
CMWAP00,lagoon water,NA,2013-08-22,NA,ph,1899-12-31T13:20:00Z,average,NA,NA,9.25,ph,SBCK,NA
CMWAP00,lagoon water,NA,2013-08-22,NA,temp,1899-12-31T13:20:00Z,average,NA,NA,27,deg c,SBCK,NA
CMWAP00,lagoon water,NA,2013-09-26,NA,conductivity,1899-12-31T16:40:00Z,average,NA,NA,1752,us,SBCK,NA
CMWAP00,lagoon water,NA,2013-09-26,NA,do,1899-12-31T16:40:00Z,average,NA,NA,21.99,mg/l ppm,SBCK,NA
CMWAP00,lagoon water,NA,2013-09-26,NA,do % sat,1899-12-31T16:40:00Z,average,NA,NA,257.83,% sat,SBCK,NA
CMWAP00,lagoon water,NA,2013-09-26,NA,ph,1899-12-31T16:40:00Z,average,NA,NA,9.37,ph,SBCK,NA
CMWAP00,lagoon water,NA,2013-09-26,NA,temp,1899-12-31T16:40:00Z,average,NA,NA,23.1,deg c,SBCK,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,conductivity,1899-12-31T13:15:00Z,average,NA,NA,1775,us,CATE,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,do,1899-12-31T13:15:00Z,average,NA,NA,21.69,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,do % sat,1899-12-31T13:15:00Z,average,NA,NA,239.4,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,ph,1899-12-31T13:15:00Z,average,NA,NA,9.39,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,temp,1899-12-31T13:15:00Z,average,NA,NA,20,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-10-12,NA,turb,1899-12-31T13:15:00Z,average,NA,NA,17.27,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,conductivity,1899-12-31T13:15:00Z,average,NA,NA,2190,us,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,do,1899-12-31T13:15:00Z,average,NA,NA,17.84,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,do % sat,1899-12-31T13:15:00Z,average,NA,NA,191.03,% sat,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,ph,1899-12-31T13:15:00Z,average,NA,NA,6.53,ph,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,temp,1899-12-31T13:15:00Z,average,NA,NA,18.4,deg c,CATE,NA
CMWAP00,lagoon water,NA,2013-11-09,NA,turb,1899-12-31T13:15:00Z,average,NA,NA,7.71,ntu,CATE,NA
CMWAP00,lagoon water,NA,2013-12-14,NA,conductivity,1899-12-31T12:55:00Z,average,NA,NA,12605,us,CATE,NA
CMWAP00,lagoon water,NA,2013-12-14,NA,do,1899-12-31T12:55:00Z,average,NA,NA,13.49,mg/l ppm,CATE,NA
CMWAP00,lagoon water,NA,2013-12-14,NA,do % sat,1899-12-31T12:55:00Z,average,NA,NA,127,% sat,CATE,NA
