StationID,SiteName,SampleDate,SampleTime,ParameterCode,Result,Units,Comments,Flagged
CMWCL00,Carpinteria Creek Lagoon,2012-01-14,10:20:00,Nitrate,5.01,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-01-14,10:20:00,Phosphate,0.06,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-04-01,10:20:00,Nitrate,0.74,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-04-01,10:20:00,Phosphate,0.01,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-05-11,10:20:00,Nitrate,0.39,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-05-11,10:20:00,Phosphate,0.01,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-06-20,10:20:00,Nitrate,1.04,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-06-20,10:20:00,Phosphate,0.01,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-07-26,10:20:00,Nitrate,0.15,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-10-30,10:20:00,Nitrate,0.02,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-10-30,10:20:00,Phosphate,0.01,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2012-12-08,14:00:00,Nitrate,1.61,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2012-12-08,14:00:00,Phosphate,0.27,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-01-12,10:30:00,Nitrate,1.93,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-01-12,10:30:00,Phosphate,0.08,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-05-18,13:00:00,Nitrate,0.76,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-05-18,13:00:00,Phosphate,0.05,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-07-25,10:20:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-07-25,10:20:00,Phosphate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-08-21,10:20:00,Nitrate,0.52,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-08-21,10:20:00,Phosphate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-09-26,10:20:00,Nitrate,0.5,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-09-26,10:20:00,Phosphate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-12-14,10:20:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2013-12-14,10:20:00,Phosphate,0.12,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-01-28,NA,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-01-28,NA,Phosphate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-06-12,10:20:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-06-12,10:20:00,Phosphate,0.06,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-07-14,10:20:00,Nitrate,0.98,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-07-14,10:20:00,Phosphate,0.02,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-08-07,10:20:00,Nitrate,0.45,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2014-08-07,10:20:00,Phosphate,0.02,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-03-28,11:30:00,Nitrate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-03-28,11:30:00,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-04-18,11:30:00,Nitrate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-04-18,11:30:00,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-05-17,11:30:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-05-17,11:30:00,Phosphate,0.01,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-06-15,10:20:00,Nitrate,0.8,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-06-15,10:20:00,Phosphate,0.16,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-07-15,10:20:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-07-15,10:20:00,Phosphate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-08-03,10:20:00,Nitrate,0.06,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-08-03,10:20:00,Phosphate,0.05,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-10-31,10:20:00,Nitrate,0.41,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-10-31,10:20:00,Phosphate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-12-12,10:20:00,Nitrate,0.5,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2015-12-12,10:20:00,Phosphate,0.25,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-01-16,10:20:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-01-16,10:20:00,Phosphate,0,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-02-10,10:20:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-02-10,10:20:00,Phosphate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-03-10,10:20:00,Nitrate,0.71,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-03-10,10:20:00,Phosphate,0.17,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-04-07,10:20:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-04-07,10:20:00,Phosphate,0.11,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-06-14,10:20:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-06-14,10:20:00,Phosphate,0.08,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-07-14,10:20:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-07-14,10:20:00,Phosphate,0.06,mg/L,Delayed Sample Analysis,NA
CMWCL00,Carpinteria Creek Lagoon,2016-08-08,11:24:00,Nitrate,0,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2016-10-21,10:29:00,Nitrate,0.04,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2016-11-28,11:34:00,Nitrate,0.1,mg/L,NA,NA
CMWCL00,Carpinteria Creek Lagoon,2016-12-21,11:16:00,Nitrate,0.4,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-04-30,12:00:00,Nitrate,0.08,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-04-30,12:00:00,Phosphate,0.05,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-05-28,12:00:00,Nitrate,1.03,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-05-28,12:00:00,Phosphate,0.11,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-12-10,NA,Nitrate,0.66,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2011-12-10,NA,Phosphate,0.05,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2012-01-14,10:00:00,Nitrate,0.1,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2012-01-14,10:00:00,Phosphate,0.05,mg/L,NA,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-01-12,10:10:00,Nitrate,0.17,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-01-12,10:10:00,Phosphate,0.02,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-02-10,14:29:00,Nitrate,1.27,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-02-10,14:29:00,Phosphate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-05-08,13:00:00,Nitrate,1.08,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-05-08,13:00:00,Phosphate,0.66,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-10-12,NA,Nitrate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2013-10-12,NA,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-03-30,NA,Nitrate,0.2,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-03-30,NA,Phosphate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-09-20,12:00:00,Nitrate,0.22,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-09-20,12:00:00,Phosphate,0.24,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-12-13,11:00:00,Nitrate,0.43,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2014-12-13,11:00:00,Phosphate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-01-17,12:00:00,Nitrate,0.56,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-01-17,12:00:00,Phosphate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-02-21,11:30:00,Nitrate,0.06,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-02-21,12:00:00,Nitrate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-02-21,11:30:00,Phosphate,0.06,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-02-21,12:00:00,Phosphate,0.02,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-03-28,12:00:00,Nitrate,0.38,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-03-28,12:00:00,Phosphate,0.1,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-04-18,12:00:00,Nitrate,0.14,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-04-18,12:00:00,Phosphate,0.08,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-05-17,12:00:00,Nitrate,0.07,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-05-17,12:00:00,Phosphate,0.02,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-12-12,10:10:00,Nitrate,0.29,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2015-12-12,10:10:00,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2016-01-16,10:10:00,Nitrate,0.03,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2016-01-16,10:10:00,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2016-05-21,10:10:00,Nitrate,0.08,mg/L,Delayed Sample Analysis,NA
CMWCM00,Carpinteria Salt Marsh @ Outlet,2016-05-21,10:10:00,Phosphate,0.04,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-04-30,09:30:00,Nitrate,56.33,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-04-30,09:30:00,Phosphate,2.16,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-05-28,09:30:00,Nitrate,59.07,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-05-28,09:30:00,Phosphate,4.23,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-06-29,09:30:00,Nitrate,2.62,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-06-29,09:30:00,Phosphate,0.89,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-07-29,09:30:00,Nitrate,44.36,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-07-29,09:30:00,Phosphate,1.66,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-08-25,14:15:00,Nitrate,94.2,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-08-25,14:15:00,Phosphate,28.91,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-12-10,02:40:00,Nitrate,99.69,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2011-12-10,02:40:00,Phosphate,10.19,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-01-14,10:30:00,Nitrate,47.08,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-01-14,10:30:00,Phosphate,2.39,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-04-01,10:00:00,Nitrate,2.84,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-04-01,10:00:00,Phosphate,0.28,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-05-11,10:00:00,Nitrate,37.31,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-05-11,10:00:00,Phosphate,1.99,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-06-20,10:00:00,Nitrate,68.29,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-06-20,10:00:00,Phosphate,2.61,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-07-26,10:00:00,Nitrate,67.92,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-10-30,10:00:00,Nitrate,122.64,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-10-30,10:00:00,Phosphate,22.94,mg/L,NA,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-12-08,14:00:00,Nitrate,31.63,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2012-12-08,14:00:00,Phosphate,6.98,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-02-10,14:15:00,Nitrate,23.46,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-02-10,14:15:00,Phosphate,4.27,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-05-18,13:00:00,Nitrate,27.97,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-05-18,13:00:00,Phosphate,3.08,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-07-25,10:00:00,Nitrate,22.88,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-07-25,10:00:00,Phosphate,10.25,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-08-21,10:00:00,Nitrate,14.22,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-08-21,10:00:00,Phosphate,2.86,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-09-26,10:00:00,Nitrate,26.14,mg/L,Delayed Sample Analysis,NA
CMWCM01,Carpinteria Salt Marsh @ Railroad,2013-09-26,10:00:00,Phosphate,3.45,mg/L,Delayed Sample Analysis,NA
